Country,Stage,Category,source,Production(kg)_2024,Import(kg)_2024,Export(kg)_2024,Consumption(kg)_2024
Romania,processed,Gallium,,0.0,64572.613,4924.0,59648.613
Romania,processed,Germanium,,0.0,64572.613,4924.0,59648.613
Romania,processed,Gold,,0.0,220206.44400000002,157695.596,62510.84800000003
Romania,processed,Imdium,,0.0,64572.613,4924.0,59648.613
Romania,processed,Lead,BGS,13161000.0,86488916.532,63495405.948,36154510.58400001
Romania,processed,Lithium,,0.0,176642.485,3104.0,173538.485
Romania,processed,Magnesium,,0.0,84338091.367,11324964.0,73013127.367
Romania,processed,Manganese,,0.0,676348.82,800.0,675548.82
Romania,processed,Nickel,,0.0,6146446.778,1132030.58,5014416.198
Romania,processed,Niobium,,0.0,64667.024999999994,11252.0,53415.024999999994
Romania,processed,Rare Earths,,0.0,2918.848,0.36,2918.488
Romania,processed,Silicon,,0.0,187756696.46300003,1686525.432,186070171.03100002
Romania,processed,Silver,,0.0,512786.37,289587.244,223199.126
Romania,processed,Tin,,0.0,5256630.13,1136285.146,4120344.984
Romania,processed,Titanium,,0.0,4102103.292,667697.448,3434405.844
Romania,processed,Vanadium,,0.0,747344.064,14232.0,733112.064
Romania,processed,Zinc,BGS,878000.0,84149923.742,32228802.623999998,52799121.118
Romania,raw,Aluminium,WMD,196438000.0,86635560.0,4153560.0,278920000.0
Romania,raw,Bauxite,,0.0,86635560.0,4153560.0,82482000.0
Romania,raw,Boron,,0.0,132781.299,0.0,132781.299
Romania,raw,Chromium,,0.0,1934216.0,0.0,1934216.0
Romania,raw,Cobalt,,0.0,2036.0,0.0,2036.0
Romania,raw,Fluorspar,,0.0,4810288.0,265332.0,4544956.0
Romania,raw,Graphite,,0.0,1437351.888,46912.0,1390439.888
Romania,raw,Lead,WMD,700000.0,0.0,313904.0,386096.0
Romania,raw,Lithium,,0.0,17262103.924,4300330.296,12961773.627999999
Romania,raw,Magnesium,,0.0,407811.444,4.0,407807.444
Romania,raw,Manganese,WMD,3250000.0,663921.312,131588.0,3782333.312
Romania,raw,Nickel,,0.0,12684.0,0.0,12684.0
Romania,raw,Selenium,,0.0,1316.586,0.0,1316.586
Romania,raw,Silver,WMD,18000.0,0.0,0.0,18000.0
Romania,raw,Tellurium,,0.0,204.499,0.0,204.499
Romania,raw,Tin,,0.0,10912.792,0.0,10912.792
Romania,raw,Titanium,,0.0,6008720.0,11688.0,5997032.0
Romania,raw,Zirconium,,0.0,655544.0,12024.0,643520.0
Russia,processed,Aluminium,BGS,4026000000.0,0.0,0.0,4026000000.0
Russia,processed,Arsenic,BGS,500000.0,0.0,0.0,500000.0
Russia,processed,Bauxite,USGS,2900000000.0,0.0,0.0,2900000000.0
Russia,processed,Boron,BGS,80000000.0,0.0,0.0,80000000.0
Russia,processed,Cadmium,BGS,1300000.0,0.0,0.0,1300000.0
Russia,processed,Cobalt,BGS,1800000.0,0.0,0.0,1800000.0
Russia,processed,Copper,BGS,1975500000.0,0.0,0.0,1975500000.0
Russia,processed,Fluorspar,BGS,76000000.0,0.0,0.0,76000000.0
Russia,processed,Gallium,BGS,15000.0,0.0,0.0,15000.0
Russia,processed,Germanium,BGS,5000.0,0.0,0.0,5000.0
Russia,processed,Graphite,BGS,18800000.0,0.0,0.0,18800000.0
Russia,processed,Indium,BGS,7000.0,0.0,0.0,7000.0
Russia,processed,Lead,BGS,134900000.0,0.0,0.0,134900000.0
Russia,processed,Magnesium,BGS,14858000.0,0.0,0.0,14858000.0
Russia,processed,Nickel,BGS,156000000.0,0.0,0.0,156000000.0
Russia,processed,Rare Earths,BGS,1964000.0,0.0,0.0,1964000.0
Russia,processed,Rhenium,BGS,2000.0,0.0,0.0,2000.0
Russia,processed,Selenium,BGS,190000.0,0.0,0.0,190000.0
Russia,processed,Silicon,USGS,520000000.0,0.0,0.0,520000000.0
Russia,processed,Tellurium,BGS,75000.0,0.0,0.0,75000.0
Russia,processed,Tin,BGS,2400000.0,0.0,0.0,2400000.0
Russia,processed,Titanium,USGS,20000000.0,0.0,0.0,20000000.0
Russia,processed,Zinc,BGS,204010000.0,0.0,0.0,204010000.0
Russia,raw,Aluminium,WMD,8056000000.0,0.0,0.0,8056000000.0
Russia,raw,Antimony,WMD,64950000.0,0.0,0.0,64950000.0
Russia,raw,Arsenic,WMD,1000000.0,0.0,0.0,1000000.0
Russia,raw,Bauxite,WMD,13735400000.0,0.0,0.0,13735400000.0
Russia,raw,Boron,WMD,183000000.0,0.0,0.0,183000000.0
Russia,raw,Cadmium,WMD,1804000.0,0.0,0.0,1804000.0
Russia,raw,Chromium,WMD,298240000.0,0.0,0.0,298240000.0
Russia,raw,Cobalt,WMD,17600000.0,0.0,0.0,17600000.0
Russia,raw,Copper,WMD,1832000000.0,0.0,0.0,1832000000.0
Russia,raw,Fluorspar,WMD,112000000.0,0.0,0.0,112000000.0
Russia,raw,Gallium,WMD,12000.0,0.0,0.0,12000.0
Russia,raw,Germanium,WMD,10000.0,0.0,0.0,10000.0
Russia,raw,Gold,WMD,625600.0,0.0,0.0,625600.0
Russia,raw,Graphite,WMD,29000000.0,0.0,0.0,29000000.0
Russia,raw,Indium,WMD,12000.0,0.0,0.0,12000.0
Russia,raw,Lead,WMD,440000000.0,0.0,0.0,440000000.0
Russia,raw,Lithium,WMD,60000.0,0.0,0.0,60000.0
Russia,raw,Magnesium,WMD,2116800000.0,0.0,0.0,2116800000.0
Russia,raw,Manganese,WMD,43600000.0,0.0,0.0,43600000.0
Russia,raw,Molybdenum,WMD,2400000.0,0.0,0.0,2400000.0
Russia,raw,Nickel,WMD,422600000.0,0.0,0.0,422600000.0
Russia,raw,Niobium,WMD,1010000.0,0.0,0.0,1010000.0
Russia,raw,Platinum Group Metals,WMD,213620.0,0.0,0.0,213620.0
Russia,raw,Rare Earths,WMD,3928000.0,0.0,0.0,3928000.0
Russia,raw,Rhenium,WMD,4000.0,0.0,0.0,4000.0
Russia,raw,Selenium,WMD,500000.0,0.0,0.0,500000.0
Russia,raw,Silver,WMD,3100000.0,0.0,0.0,3100000.0
Russia,raw,Tantalum,WMD,68000.0,0.0,0.0,68000.0
Russia,raw,Tellurium,WMD,100000.0,0.0,0.0,100000.0
Russia,raw,Tin,WMD,7140000.0,0.0,0.0,7140000.0
Russia,raw,Titanium,WMD,7980000.0,0.0,0.0,7980000.0
Russia,raw,Vanadium,WMD,40000000.0,0.0,0.0,40000000.0
Russia,raw,Zinc,WMD,640000000.0,0.0,0.0,640000000.0
Russia,raw,Zirconium,WMD,12000000.0,0.0,0.0,12000000.0
Rwanda,processed,Tin,BGS,782000.0,0.0,0.0,782000.0
Rwanda,raw,Gold,WMD,2000.0,0.0,0.0,2000.0
Rwanda,raw,Niobium,WMD,310000.0,0.0,0.0,310000.0
Rwanda,raw,Tantalum,WMD,475000.0,0.0,0.0,475000.0
Rwanda,raw,Tin,WMD,3210000.0,0.0,0.0,3210000.0
Samoa,processed,Aluminium,,0.0,529567.22,4551.0,525016.22
Samoa,processed,Bauxite,,0.0,7190.0,0.0,7190.0
Samoa,processed,Boron,,0.0,6.07,0.0,6.07
Samoa,processed,Copper,,0.0,15180.61,1787.0,13393.61
Samoa,processed,Gold,,0.0,0.001,0.0,0.001
Samoa,processed,Lead,,0.0,486.62,50.0,436.62
Samoa,processed,Platinum Group Metals,,0.0,1.258,0.0,1.258
Samoa,processed,Rare Earths,,0.0,100.0,0.0,100.0
Samoa,processed,Silicon,,0.0,80.7,0.0,80.7
Samoa,processed,Tin,,0.0,579161.97,0.0,579161.97
Samoa,processed,Zinc,,0.0,5.3,0.0,5.3
Samoa,raw,Copper,,0.0,77.4,0.0,77.4
Samoa,raw,Lithium,,0.0,2588.0,20.0,2568.0
Samoa,raw,Magnesium,,0.0,37.5,0.0,37.5
Saudi Arabia,processed,Aluminium,BGS,895000000.0,466223696.77,1239047424.255,122176272.51499987
Saudi Arabia,processed,Arsenic,,0.0,371.0,0.0,371.0
Saudi Arabia,processed,Bauxite,USGS,1800000000.0,63135286.307000004,378519192.0,1484616094.307
Saudi Arabia,processed,Boron,,0.0,5229036.0,96713.0,5132323.0
Saudi Arabia,processed,Cadmium,,0.0,31.0,0.0,31.0
Saudi Arabia,processed,Chromium,,0.0,206878.0,17107.0,189771.0
Saudi Arabia,processed,Cobalt,,0.0,25363.0,13925.0,11438.0
Saudi Arabia,processed,Copper,,0.0,391121806.685,171478426.0,219643380.685
Saudi Arabia,processed,Gallium,,0.0,6.562,0.0,6.562
Saudi Arabia,processed,Germanium,,0.0,6.562,0.0,6.562
Saudi Arabia,processed,Imdium,,0.0,6.562,0.0,6.562
Saudi Arabia,processed,Lead,BGS,78000000.0,5245400.271,60272246.0,22973154.270999998
Saudi Arabia,processed,Lithium,,0.0,360786.437,0.0,360786.437
Saudi Arabia,processed,Manganese,,0.0,14816740.0,55000.0,14761740.0
Saudi Arabia,processed,Molybdenum,,0.0,19237933.185,292414.0,18945519.185
Saudi Arabia,processed,Niobium,,0.0,2798.562,0.0,2798.562
Saudi Arabia,processed,Platinum Group Metals,,0.0,1874.035,9.0,1865.035
Saudi Arabia,processed,Rare Earths,,0.0,183.343,0.0,183.343
Saudi Arabia,processed,Silicon,,0.0,206843849.829,23850289.0,182993560.829
Saudi Arabia,processed,Silver,,0.0,54824.867,30354.0,24470.867
Saudi Arabia,processed,Tin,,0.0,3078252.0,25521.0,3052731.0
Saudi Arabia,processed,Vanadium,,0.0,24304.562,0.0,24304.562
Saudi Arabia,processed,Zinc,,0.0,88111761.529,4288164.679,83823596.85
Saudi Arabia,raw,Aluminium,WMD,701357000.0,725587.0,0.0,702082587.0
Saudi Arabia,raw,Bauxite,WMD,5900000000.0,725587.0,0.0,5900725587.0
Saudi Arabia,raw,Boron,,0.0,199432.0,7604.0,191828.0
Saudi Arabia,raw,Chromium,,0.0,79000.0,0.0,79000.0
Saudi Arabia,raw,Cobalt,,0.0,113.0,0.0,113.0
Saudi Arabia,raw,Fluorspar,,0.0,33156153.0,0.0,33156153.0
Saudi Arabia,raw,Gold,WMD,13476.0,12018.0,0.0,25494.0
Saudi Arabia,raw,Graphite,,0.0,601650.0,0.0,601650.0
Saudi Arabia,raw,Magnesium,WMD,90000000.0,66209.0,0.0,90066209.0
Saudi Arabia,raw,Manganese,,0.0,245781060.0,0.0,245781060.0
Saudi Arabia,raw,Nickel,,0.0,1403161.289,100000.0,1303161.289
Saudi Arabia,raw,Selenium,,0.0,7050.0,0.0,7050.0
Saudi Arabia,raw,Silver,WMD,9000.0,53.0,0.0,9053.0
Saudi Arabia,raw,Tin,,0.0,12543.0,0.0,12543.0
Saudi Arabia,raw,Titanium,BGS,11000000.0,246800889.0,3802.0,257797087.0
Saudi Arabia,raw,Zirconium,,0.0,3060348.597,0.0,3060348.597
Senegal,processed,Aluminium,,0.0,16974837.0,12794080.0,4180757.0
Senegal,processed,Bauxite,,0.0,5403660.0,35000.0,5368660.0
Senegal,processed,Boron,,0.0,574927.0,0.0,574927.0
Senegal,processed,Chromium,,0.0,45077.0,0.0,45077.0
Senegal,processed,Cobalt,,0.0,10.0,0.0,10.0
Senegal,processed,Copper,,0.0,5059900.0,3060419.0,1999481.0
Senegal,processed,Lithium,,0.0,71168.0,0.0,71168.0
Senegal,processed,Magnesium,,0.0,372031.0,9.0,372022.0
Senegal,processed,Manganese,,0.0,1654.0,3.0,1651.0
Senegal,processed,Molybdenum,,0.0,868.0,0.0,868.0
Senegal,processed,Nickel,,0.0,3455.0,750.0,2705.0
Senegal,processed,Silicon,,0.0,15093060.0,97166.0,14995894.0
Senegal,processed,Tin,,0.0,28554.0,0.0,28554.0
Senegal,processed,Titanium,,0.0,375042.0,34.0,375008.0
Senegal,processed,Zinc,,0.0,495519.0,55500.0,440019.0
Senegal,raw,Aluminium,,0.0,17696710.0,0.0,17696710.0
Senegal,raw,Bauxite,,0.0,17696710.0,0.0,17696710.0
Senegal,raw,Boron,,0.0,1550.0,0.0,1550.0
Senegal,raw,Copper,,0.0,55400541.0,49210.0,55351331.0
Senegal,raw,Gold,WMD,12864.0,0.0,1.0,12863.0
Senegal,raw,Graphite,,0.0,7000.0,157.0,6843.0
Senegal,raw,Lithium,,0.0,189827.0,9334.0,180493.0
Senegal,raw,Magnesium,,0.0,724000.0,0.0,724000.0
Senegal,raw,Manganese,WMD,11950000.0,2.0,3240000.0,8710002.0
Senegal,raw,Silver,WMD,982.0,0.0,0.0,982.0
Senegal,raw,Tellurium,,0.0,40.0,0.0,40.0
Serbia,processed,Aluminium,,0.0,1771440842.395,201524115.62399998,1569916726.771
Serbia,processed,Bauxite,,0.0,96476376.592,17701503.452,78774873.13999999
Serbia,processed,Boron,,0.0,3683445.078,480748.0,3202697.078
Serbia,processed,Cadmium,,0.0,1680.0,0.0,1680.0
Serbia,processed,Chromium,,0.0,457524.72,3753.088,453771.632
Serbia,processed,Cobalt,,0.0,20230.62,237.712,19992.908
Serbia,processed,Gallium,,0.0,156.256,0.0,156.256
Serbia,processed,Germanium,,0.0,156.256,0.0,156.256
Serbia,processed,Gold,,0.0,111.84,0.04,111.8
Serbia,processed,Imdium,,0.0,156.256,0.0,156.256
Serbia,processed,Lithium,,0.0,118975.08,0.0,118975.08
Serbia,processed,Magnesium,,0.0,42684141.896,322932.0,42361209.896
Serbia,processed,Manganese,,0.0,474480.0,10023.392,464456.608
Serbia,processed,Molybdenum,,0.0,25723.434,11.332,25712.102000000003
Serbia,processed,Nickel,,0.0,8208243.449999999,764212.88,7444030.569999999
Serbia,processed,Niobium,,0.0,159.824,0.0,159.824
Serbia,processed,Rare Earths,,0.0,143742.228,637.584,143104.644
Serbia,processed,Selenium,BGS,19000.0,0.0,0.0,19000.0
Serbia,processed,Silicon,,0.0,139070530.224,601987.9,138468542.324
Serbia,processed,Tin,,0.0,3435979.738,80170.036,3355809.702
Serbia,processed,Titanium,,0.0,2970998.8,288800.0,2682198.8
Serbia,processed,Vanadium,,0.0,10980.256,303.888,10676.367999999999
Serbia,processed,Zinc,,0.0,111207057.64,8905976.0,102301081.64
Serbia,raw,Aluminium,,0.0,43609600.0,0.0,43609600.0
Serbia,raw,Bauxite,,0.0,43609600.0,0.0,43609600.0
Serbia,raw,Boron,,0.0,60829.944,256.668,60573.276000000005
Serbia,raw,Chromium,,0.0,2628000.0,306000.0,2322000.0
Serbia,raw,Cobalt,,0.0,520.0,0.0,520.0
Serbia,raw,Fluorspar,,0.0,391920.0,0.0,391920.0
Serbia,raw,Gold,WMD,6944.0,379.46,0.0,7323.46
Serbia,raw,Graphite,,0.0,1451053.336,12.0,1451041.336
Serbia,raw,Lithium,,0.0,125291687.682,6942052.0,118349635.682
Serbia,raw,Manganese,,0.0,533847.616,4000.0,529847.616
Serbia,raw,Nickel,,0.0,88.0,0.0,88.0
Serbia,raw,Platinum Group Metals,WMD,30.0,0.0,0.0,30.0
Serbia,raw,Selenium,WMD,10000.0,875.2,0.0,10875.2
Serbia,raw,Silver,WMD,5000.0,0.0,0.0,5000.0
Serbia,raw,Tellurium,,0.0,29.944,0.0,29.944
Serbia,raw,Zirconium,,0.0,385320.0,0.0,385320.0
Seychelles,processed,Aluminium,,0.0,930297.485,42030.0,888267.485
Seychelles,processed,Bauxite,,0.0,88865.55,0.0,88865.55
Seychelles,processed,Boron,,0.0,44.6,0.0,44.6
Seychelles,processed,Gold,,0.0,9.0,0.0,9.0
Seychelles,processed,Lead,,0.0,480.15,0.0,480.15
Seychelles,processed,Lithium,,0.0,16.35,0.0,16.35
Seychelles,processed,Magnesium,,0.0,6.3,0.0,6.3
Seychelles,processed,Molybdenum,,0.0,5.11,0.0,5.11
Seychelles,processed,Nickel,,0.0,3684.3399999999997,0.0,3684.3399999999997
Seychelles,processed,Silicon,,0.0,6790.447,0.0,6790.447
Seychelles,processed,Silver,,0.0,60.58,0.0,60.58
Seychelles,processed,Tin,,0.0,151.37,0.0,151.37
Seychelles,processed,Vanadium,,0.0,16.35,0.0,16.35
Seychelles,processed,Zinc,,0.0,41.24,0.0,41.24
Seychelles,raw,Aluminium,,0.0,520.0,0.0,520.0
Seychelles,raw,Bauxite,,0.0,520.0,0.0,520.0
Seychelles,raw,Cobalt,,0.0,214.0,0.0,214.0
Seychelles,raw,Copper,,0.0,140.22,0.0,140.22
Seychelles,raw,Lithium,,0.0,4.06,0.0,4.06
Seychelles,raw,Silver,,0.0,1.539,0.0,1.539
Seychelles,raw,Zirconium,,0.0,2587.0,0.0,2587.0
Sierra Leone,raw,Bauxite,WMD,1353708000.0,0.0,0.0,1353708000.0
Sierra Leone,raw,Gold,WMD,163.0,0.0,0.0,163.0
Sierra Leone,raw,Tantalum,WMD,22000.0,0.0,0.0,22000.0
Sierra Leone,raw,Titanium,WMD,142490000.0,0.0,0.0,142490000.0
Sierra Leone,raw,Zirconium,WMD,27776000.0,0.0,0.0,27776000.0
Singapore,processed,Aluminium,,0.0,97064207.191,53140539.697,43923667.494
Singapore,processed,Arsenic,,0.0,1.65,0.01,1.64
Singapore,processed,Bauxite,,0.0,14239586.319999998,8340834.8379999995,5898751.481999999
Singapore,processed,Boron,,0.0,394289.27,77615.53300000001,316673.737
Singapore,processed,Cadmium,,0.0,653.916,0.0,653.916
Singapore,processed,Chromium,,0.0,131960.37,7650.98,124309.39
Singapore,processed,Cobalt,,0.0,2580614.8,886258.3300000001,1694356.4699999997
Singapore,processed,Copper,,0.0,78987794.932,70292020.47299999,8695774.459000006
Singapore,processed,Gold,,0.0,156858.19100000002,19646.672,137211.51900000003
Singapore,processed,Lead,,0.0,263553748.896,11029923.613,252523825.283
Singapore,processed,Lithium,,0.0,692794.124,9939.841,682854.2829999999
Singapore,processed,Magnesium,,0.0,1645668.952,454130.0,1191538.952
Singapore,processed,Manganese,,0.0,8725832.41,139711.108,8586121.302000001
Singapore,processed,Molybdenum,,0.0,78796.5,37327.017,41469.483
Singapore,processed,Nickel,,0.0,43113692.72,7512053.419,35601639.301
Singapore,processed,Platinum Group Metals,,0.0,86428.06999999999,50130.023,36298.04699999999
Singapore,processed,Rare Earths,,0.0,967438.1900000001,100678.79000000001,866759.4
Singapore,processed,Silicon,,0.0,5714252.17,4581940.147,1132312.023
Singapore,processed,Tin,BGS,20722000.0,8725258.484,8156068.624,21291189.86
Singapore,processed,Titanium,,0.0,3160.57,103.69,3056.88
Singapore,processed,Vanadium,,0.0,137818.995,5420.75,132398.245
Singapore,processed,Zinc,,0.0,218237250.947,154518357.59899998,63718893.34800002
Singapore,raw,Aluminium,,0.0,2583.505,0.0,2583.505
Singapore,raw,Bauxite,,0.0,2583.505,0.0,2583.505
Singapore,raw,Chromium,,0.0,120110.0,3302.269,116807.731
Singapore,raw,Cobalt,,0.0,8680.0,20.0,8660.0
Singapore,raw,Copper,,0.0,28321938.808,8298071.464,20023867.343999997
Singapore,raw,Graphite,,0.0,311106.557,7597.508,303509.049
Singapore,raw,Magnesium,,0.0,1747566.437,0.0,1747566.437
Singapore,raw,Selenium,,0.0,4224.07,0.0,4224.07
Singapore,raw,Zinc,,0.0,140310.0,100710.0,39600.0
Slovakia,processed,Aluminium,BGS,56114000.0,2897675763.572,1756309882.488,1197479881.084
Slovakia,processed,Arsenic,,0.0,13440.0,0.0,13440.0
Slovakia,processed,Bauxite,,0.0,102491265.136,11844944.0,90646321.136
Slovakia,processed,Boron,,0.0,24857193.388,36612.0,24820581.388
Slovakia,processed,Cadmium,,0.0,24.0,0.0,24.0
Slovakia,processed,Chromium,,0.0,988608.0,62136.0,926472.0
Slovakia,processed,Cobalt,,0.0,445264.0,63032.0,382232.0
Slovakia,processed,Copper,,0.0,702987010.988,263908184.336,439078826.65200007
Slovakia,processed,Gallium,,0.0,1904.0,1024.0,880.0
Slovakia,processed,Germanium,,0.0,1904.0,1024.0,880.0
Slovakia,processed,Gold,,0.0,900167.518,232752.0,667415.518
Slovakia,processed,Imdium,,0.0,1904.0,1024.0,880.0
Slovakia,processed,Lead,BGS,9000000.0,28166007.0,35953066.256,1212940.7440000027
Slovakia,processed,Lithium,,0.0,28184.0,12984.0,15200.0
Slovakia,processed,Manganese,,0.0,129216.0,0.0,129216.0
Slovakia,processed,Niobium,,0.0,1928.0,1024.0,904.0
Slovakia,processed,Platinum Group Metals,,0.0,3344.822,2572.008,772.8140000000003
Slovakia,processed,Rare Earths,,0.0,79232.0,96.0,79136.0
Slovakia,processed,Silicon,,0.0,293915014.808,10324796.624,283590218.184
Slovakia,processed,Tin,,0.0,6672419.028,1009992.0,5662427.028
Slovakia,processed,Titanium,,0.0,1184712.0,52376.0,1132336.0
Slovakia,processed,Vanadium,,0.0,1453776.0,372800.0,1080976.0
Slovakia,processed,Zinc,,0.0,352091716.0,170806328.0,181285388.0
Slovakia,raw,Aluminium,WMD,0.0,65191368.0,12912.0,65178456.0
Slovakia,raw,Bauxite,,0.0,65191368.0,12912.0,65178456.0
Slovakia,raw,Boron,,0.0,76819192.0,3760.0,76815432.0
Slovakia,raw,Chromium,,0.0,46679208.0,184000.0,46495208.0
Slovakia,raw,Cobalt,,0.0,8.0,0.0,8.0
Slovakia,raw,Fluorspar,,0.0,13247832.0,604536.0,12643296.0
Slovakia,raw,Graphite,,0.0,10251288.0,820936.0,9430352.0
Slovakia,raw,Lead,WMD,155000.0,0.0,0.0,155000.0
Slovakia,raw,Magnesium,WMD,432200000.0,191560.0,273581056.0,158810504.0
Slovakia,raw,Manganese,,0.0,604781848.0,8070200.0,596711648.0
Slovakia,raw,Molybdenum,,0.0,40.0,0.0,40.0
Slovakia,raw,Selenium,,0.0,136.0,0.0,136.0
Slovakia,raw,Silver,WMD,407.0,0.0,0.0,407.0
Slovakia,raw,Tellurium,,0.0,92584.0,0.0,92584.0
Slovakia,raw,Titanium,,0.0,2112024.0,59264.0,2052760.0
Slovakia,raw,Zinc,WMD,90000.0,208.0,0.0,90208.0
Slovenia,processed,Aluminium,BGS,1487000.0,4653132929.424,4208258551.032,446361378.3919997
Slovenia,processed,Arsenic,,0.0,40400.32,21.176,40379.144
Slovenia,processed,Boron,,0.0,162769165.368,2013139.8399999999,160756025.528
Slovenia,processed,Chromium,,0.0,973983.864,36313.864,937670.0
Slovenia,processed,Cobalt,,0.0,468235.71200000006,23132.0,445103.71200000006
Slovenia,processed,Copper,,0.0,280809089.192,237563998.63199997,43245090.56
Slovenia,processed,Gallium,,0.0,1536043.632,538102.0,997941.632
Slovenia,processed,Germanium,,0.0,1536043.632,538102.0,997941.632
Slovenia,processed,Gold,,0.0,15899.552,14742.808,1156.7439999999988
Slovenia,processed,Imdium,,0.0,1536043.632,538102.0,997941.632
Slovenia,processed,Lead,BGS,12000000.0,292150291.512,44275149.599999994,259875141.91200003
Slovenia,processed,Lithium,,0.0,223537.072,40529.192,183007.87999999998
Slovenia,processed,Magnesium,,0.0,334256571.04800004,10212962.416000001,324043608.632
Slovenia,processed,Manganese,,0.0,4793159.104,1704687.296,3088471.808
Slovenia,processed,Molybdenum,,0.0,63241.168,9085.528,54155.64
Slovenia,processed,Nickel,,0.0,28890299.415999997,3310091.1199999996,25580208.295999996
Slovenia,processed,Niobium,,0.0,1536043.632,538102.0,997941.632
Slovenia,processed,Rare Earths,,0.0,831559.8720000001,5772.504,825787.3680000001
Slovenia,processed,Silicon,,0.0,193834174.72800002,97152888.736,96681285.99200001
Slovenia,processed,Tin,,0.0,2069929.4719999998,762927.104,1307002.3679999998
Slovenia,processed,Vanadium,,0.0,5778706.904,2443040.0,3335666.904
Slovenia,processed,Zinc,,0.0,119670480.336,51373694.016,68296786.32
Slovenia,raw,Aluminium,WMD,1487000.0,225537317.6,2233840.0,224790477.6
Slovenia,raw,Bauxite,,0.0,225537317.6,2233840.0,223303477.6
Slovenia,raw,Boron,,0.0,4784.96,0.0,4784.96
Slovenia,raw,Chromium,,0.0,4531560.0,1567800.0,2963760.0
Slovenia,raw,Fluorspar,,0.0,11416706.736,33280.0,11383426.736
Slovenia,raw,Graphite,,0.0,2033817.792,25040.704,2008777.088
Slovenia,raw,Lithium,,0.0,91591350.584,18011408.255999997,73579942.32800001
Slovenia,raw,Magnesium,,0.0,450290.16,527.568,449762.59199999995
Slovenia,raw,Manganese,,0.0,869438.0,12.0,869426.0
Slovenia,raw,Molybdenum,,0.0,2272000.0,5353.68,2266646.32
Slovenia,raw,Selenium,,0.0,24909.2,2886.92,22022.28
Slovenia,raw,Tellurium,,0.0,0.96,0.0,0.96
Slovenia,raw,Titanium,,0.0,190533600.0,399520.0,190134080.0
Slovenia,raw,Zinc,,0.0,200.0,0.0,200.0
Slovenia,raw,Zirconium,,0.0,2184008.0,0.0,2184008.0
Solomon Islands,raw,Gold,WMD,1788.0,0.0,0.0,1788.0
Solomon Islands,raw,Nickel,WMD,1050000.0,0.0,0.0,1050000.0
Solomon Islands,raw,Silver,WMD,220.0,0.0,0.0,220.0
South Africa,processed,Aluminium,BGS,720000000.0,6703057008.660001,1598713982.1390002,5824343026.521001
South Africa,processed,Arsenic,,0.0,42030.84,22793.6,19237.239999999998
South Africa,processed,Bauxite,,0.0,6006275639.280001,8717557.068,5997558082.212001
South Africa,processed,Boron,,0.0,43864666.120000005,5957672.584,37906993.536000006
South Africa,processed,Cadmium,,0.0,5517.28,1240.0,4277.28
South Africa,processed,Copper,BGS,0.0,374912990.28,354400263.104,20512727.176
South Africa,processed,Fluorspar,BGS,345000000.0,0.0,0.0,345000000.0
South Africa,processed,Gallium,,0.0,148472.72,196.36,148276.36000000002
South Africa,processed,Germanium,,0.0,148472.72,196.36,148276.36000000002
South Africa,processed,Gold,,0.0,19713.52,18797.2,916.3199999999997
South Africa,processed,Imdium,,0.0,148472.72,196.36,148276.36000000002
South Africa,processed,Lead,BGS,60000000.0,17112826.48,64882762.216,12230064.264000006
South Africa,processed,Lithium,,0.0,622666.64,577253.32,45413.320000000065
South Africa,processed,Magnesium,,0.0,256021192.48000002,19356221.84,236664970.64000002
South Africa,processed,Molybdenum,,0.0,1020621.28,236103.2,784518.0800000001
South Africa,processed,Niobium,,0.0,148515.68,196.36,148319.32
South Africa,processed,Platinum Group Metals,,0.0,1339557.8,703258.348,636299.452
South Africa,processed,Selenium,USGS,9000.0,0.0,0.0,9000.0
South Africa,processed,Silicon,USGS,50000000.0,200612098.11999997,162989586.21199998,87622511.90799999
South Africa,processed,Tellurium,USGS,4000.0,0.0,0.0,4000.0
South Africa,processed,Tin,,0.0,1965158.76,291246.48,1673912.28
South Africa,processed,Titanium,,0.0,36281145.760000005,1693098.6400000001,34588047.120000005
South Africa,processed,Zinc,,0.0,236840971.07999998,25346421.04,211494550.04
South Africa,raw,Aluminium,WMD,716000000.0,34980733.92,1493684.0,749487049.92
South Africa,raw,Bauxite,,0.0,34980733.92,1493684.0,33487049.92
South Africa,raw,Boron,,0.0,16160255.6,939258.24,15220997.36
South Africa,raw,Cobalt,WMD,378000.0,92000.0,581.16,469418.84
South Africa,raw,Graphite,,0.0,3890242.0,168479.32,3721762.68
South Africa,raw,Magnesium,WMD,6000000.0,23180517.12,8889623.04,20290894.080000002
South Africa,raw,Molybdenum,,0.0,1121340.4,20.0,1121320.4
South Africa,raw,Nickel,WMD,29750000.0,6182954.48,1124774.52,34808179.96
South Africa,raw,Platinum Group Metals,WMD,218337.0,0.0,0.0,218337.0
South Africa,raw,Selenium,,0.0,196710.04,10804.68,185905.36000000002
South Africa,raw,Silver,WMD,41929.0,204.4,48.2,42085.200000000004
South Africa,raw,Tin,,0.0,147.0,32.12,114.88
South Africa,raw,Vanadium,WMD,8667000.0,466.4,2468666.92,6198799.48
South Korea,processed,Cadmium,BGS,4500000.0,0.0,0.0,4500000.0
South Korea,processed,Copper,BGS,1114100000.0,0.0,0.0,1114100000.0
South Korea,processed,Gallium,BGS,2000.0,0.0,0.0,2000.0
