Country,Stage,Category,source,Production(kg)_2024,Import(kg)_2024,Export(kg)_2024,Consumption(kg)_2024
Afghanistan,processed,Fluorspar,BGS,4000000.0,0.0,0.0,4000000.0
Afghanistan,raw,Chromium,WMD,10100000.0,0.0,0.0,10100000.0
Afghanistan,raw,Fluorspar,WMD,37256000.0,0.0,0.0,37256000.0
Albania,processed,Aluminium,,0.0,204070210.248,179051046.32,25019163.928000003
Albania,processed,Bauxite,,0.0,843080.0,0.0,843080.0
Albania,processed,Lead,BGS,3000000.0,165784.0,0.0,3165784.0
Albania,processed,Silicon,,0.0,7106531.488,0.0,7106531.488
Albania,processed,Silver,,0.0,16197.6,0.0,16197.6
Albania,processed,Tin,,0.0,23874.48,0.0,23874.48
Albania,processed,Zinc,,0.0,8726951.6,0.0,8726951.6
Albania,raw,Lithium,,0.0,529299.2,0.0,529299.2
Albania,raw,Nickel,WMD,570000.0,0.0,0.0,570000.0
Algeria,processed,Lead,BGS,9000000.0,0.0,0.0,9000000.0
Algeria,processed,Zinc,BGS,964000.0,0.0,0.0,964000.0
Algeria,raw,Gold,WMD,147.0,0.0,0.0,147.0
Algeria,raw,Silver,WMD,20.0,0.0,0.0,20.0
Algeria,raw,Zinc,WMD,240000.0,0.0,0.0,240000.0
Angola,processed,Aluminium,,0.0,16850540.46,8863685.0,7986855.460000001
Angola,processed,Bauxite,,0.0,6207352.95,3125.0,6204227.95
Angola,processed,Boron,,0.0,157550.07,0.0,157550.07
Angola,processed,Chromium,,0.0,1653.0,0.0,1653.0
Angola,processed,Gold,,0.0,1.0,0.0,1.0
Angola,processed,Lithium,,0.0,95469.6,0.0,95469.6
Angola,processed,Magnesium,,0.0,148969.5,0.0,148969.5
Angola,processed,Manganese,,0.0,22620.0,0.0,22620.0
Angola,processed,Molybdenum,,0.0,10684.93,0.0,10684.93
Angola,processed,Nickel,,0.0,88002.57,225.0,87777.57
Angola,processed,Platinum Group Metals,,0.0,181.59,9.0,172.59
Angola,processed,Silicon,,0.0,16631731.03,6922422.86,9709308.169999998
Angola,processed,Silver,,0.0,1008.99,0.0,1008.99
Angola,processed,Tin,,0.0,96730.94,4.0,96726.94
Angola,processed,Titanium,,0.0,482690.23,0.0,482690.23
Angola,raw,Aluminium,,0.0,4152999.0,0.0,4152999.0
Angola,raw,Bauxite,,0.0,4152999.0,0.0,4152999.0
Angola,raw,Boron,,0.0,472637.0,0.0,472637.0
Angola,raw,Chromium,,0.0,149909.0,0.0,149909.0
Angola,raw,Copper,,0.0,2674.95,25.0,2649.95
Angola,raw,Fluorspar,,0.0,29942.4,0.0,29942.4
Angola,raw,Graphite,,0.0,96949.67,0.0,96949.67
Angola,raw,Lithium,,0.0,398671.9,1299.0,397372.9
Angola,raw,Magnesium,,0.0,1495.76,0.0,1495.76
Angola,raw,Manganese,WMD,2300000.0,45144910.0,1188000.0,46256910.0
Angola,raw,Niobium,,0.0,9878.0,0.0,9878.0
Angola,raw,Selenium,,0.0,1123.19,0.0,1123.19
Angola,raw,Silver,,0.0,2071.0,0.0,2071.0
Angola,raw,Tin,,0.0,6.0,0.0,6.0
Angola,raw,Vanadium,,0.0,9878.0,0.0,9878.0
Antigua And Barbuda,processed,Aluminium,,0.0,1613257.912,0.0,1613257.912
Antigua And Barbuda,processed,Bauxite,,0.0,617844.96,0.0,617844.96
Antigua And Barbuda,processed,Boron,,0.0,40.0,0.0,40.0
Antigua And Barbuda,processed,Cobalt,,0.0,4.96,0.0,4.96
Antigua And Barbuda,processed,Copper,,0.0,54119.044,400.0,53719.044
Antigua And Barbuda,processed,Gold,,0.0,5.48,0.0,5.48
Antigua And Barbuda,processed,Lead,,0.0,3464.92,0.0,3464.92
Antigua And Barbuda,processed,Nickel,,0.0,16901.0,0.0,16901.0
Antigua And Barbuda,processed,Silicon,,0.0,2534.2799999999997,0.0,2534.2799999999997
Antigua And Barbuda,processed,Silver,,0.0,18.8,0.0,18.8
Antigua And Barbuda,processed,Tin,,0.0,14211.088,0.0,14211.088
Antigua And Barbuda,processed,Zinc,,0.0,3800.0,381.04,3418.96
Antigua And Barbuda,raw,Copper,,0.0,87088.0,0.0,87088.0
Antigua And Barbuda,raw,Fluorspar,,0.0,20673.2,0.0,20673.2
Antigua And Barbuda,raw,Lithium,,0.0,29100.36,0.0,29100.36
Argentina,processed,Aluminium,BGS,441000000.0,1939503365.062,171792.74,2380331572.3220005
Argentina,processed,Arsenic,,0.0,9.7,0.0,9.7
Argentina,processed,Bauxite,,0.0,1867455864.72,0.0,1867455864.72
Argentina,processed,Boron,BGS,130000000.0,277665.68,23123550.0,107154115.68
Argentina,processed,Cadmium,BGS,0.0,1001.5,0.0,1001.5
Argentina,processed,Chromium,,0.0,519952.27,0.0,519952.27
Argentina,processed,Cobalt,,0.0,65976.1,0.0,65976.1
Argentina,processed,Copper,BGS,14000000.0,27656919.25,0.0,41656919.25
Argentina,processed,Fluorspar,BGS,4800000.0,0.0,0.0,4800000.0
Argentina,processed,Lead,BGS,85000000.0,1204122.32,1542278.0,84661844.32
Argentina,processed,Magnesium,,0.0,45251940.62,0.0,45251940.62
Argentina,processed,Manganese,,0.0,2642443.0,0.0,2642443.0
Argentina,processed,Molybdenum,,0.0,177158.13999999998,0.0,177158.13999999998
Argentina,processed,Nickel,,0.0,1471646.32,0.0,1471646.32
Argentina,processed,Platinum Group Metals,,0.0,3464.2200000000003,0.0,3464.2200000000003
Argentina,processed,Rare Earths,,0.0,165439.78,0.0,165439.78
Argentina,processed,Silicon,,0.0,27254635.654,25.79,27254609.864
Argentina,processed,Tin,,0.0,1081262.78,0.0,1081262.78
Argentina,processed,Titanium,,0.0,527710.92,0.0,527710.92
Argentina,processed,Vanadium,,0.0,466489.7,0.0,466489.7
Argentina,processed,Zinc,,0.0,41072715.132,0.0,41072715.132
Argentina,raw,Aluminium,WMD,440933000.0,66084197.2,0.0,507017197.2
Argentina,raw,Bauxite,,0.0,66084197.2,0.0,66084197.2
Argentina,raw,Boron,WMD,170000000.0,8400773.06,82816618.0,95584155.06
Argentina,raw,Chromium,,0.0,1862740.0,0.0,1862740.0
Argentina,raw,Fluorspar,WMD,2000000.0,163209.91999999998,0.0,2163209.92
Argentina,raw,Gold,WMD,38510.0,116.0,0.0,38626.0
Argentina,raw,Graphite,,0.0,2307056.24,0.0,2307056.24
Argentina,raw,Lead,WMD,29780000.0,0.0,0.0,29780000.0
Argentina,raw,Lithium,WMD,18610000.0,7408238.902,6718100.0,19300138.902
Argentina,raw,Magnesium,,0.0,208936.92,0.0,208936.92
Argentina,raw,Manganese,,0.0,43729180.0,0.0,43729180.0
Argentina,raw,Selenium,,0.0,5000.0,0.0,5000.0
Argentina,raw,Silver,WMD,810190.0,0.0,0.0,810190.0
Argentina,raw,Tellurium,,0.0,5.06,0.0,5.06
Argentina,raw,Titanium,,0.0,2404000.0,0.0,2404000.0
Argentina,raw,Zinc,WMD,9580000.0,200.0,0.0,9580200.0
Argentina,raw,Zirconium,,0.0,134480.0,0.0,134480.0
Armenia,processed,Aluminium,,0.0,125827390.33,38872328.36,86955061.97
Armenia,processed,Bauxite,,0.0,412504.41000000003,12684.0,399820.41000000003
Armenia,processed,Boron,,0.0,251778.31199999998,500.0,251278.31199999998
Armenia,processed,Cadmium,,0.0,2.0,0.0,2.0
Armenia,processed,Chromium,,0.0,6400.0,0.0,6400.0
Armenia,processed,Cobalt,,0.0,622.0,0.0,622.0
Armenia,processed,Copper,BGS,0.0,7025867.574,4817835.026,2208032.5480000004
Armenia,processed,Gold,,0.0,794642.076,156723.212,637918.8640000001
Armenia,processed,Lithium,,0.0,208.048,2.69,205.358
Armenia,processed,Magnesium,,0.0,262609.8,209716.0,52893.79999999999
Armenia,processed,Manganese,,0.0,222.0,0.0,222.0
Armenia,processed,Nickel,,0.0,11457.228,207.2,11250.027999999998
Armenia,processed,Platinum Group Metals,,0.0,62427.132,19609.17,42817.962
Armenia,processed,Rare Earths,,0.0,446.488,92.25999999999999,354.228
Armenia,processed,Selenium,BGS,20000.0,0.0,0.0,20000.0
Armenia,processed,Silicon,,0.0,1350018.64,14621.0,1335397.64
Armenia,processed,Silver,,0.0,19959757.439999998,843841.704,19115915.735999998
Armenia,processed,Tin,,0.0,46170.276,2.0,46168.276
Armenia,processed,Titanium,,0.0,240305.72,0.0,240305.72
Armenia,processed,Zinc,,0.0,235425.324,132922.0,102503.324
Armenia,raw,Fluorspar,,0.0,840300.0,93940.0,746360.0
Armenia,raw,Graphite,,0.0,224.68,10.0,214.68
Armenia,raw,Magnesium,,0.0,924140.0,0.0,924140.0
Armenia,raw,Rhenium,WMD,140.0,0.0,0.0,140.0
Armenia,raw,Selenium,,0.0,36.0,0.0,36.0
Armenia,raw,Silver,WMD,15286.0,0.0,0.0,15286.0
Australia,processed,Arsenic,,0.0,201600.0,0.0,201600.0
Australia,processed,Boron,,0.0,12241334.646000002,347763.858,11893570.788000003
Australia,processed,Chromium,,0.0,3604258.1659999997,84362.0,3519896.1659999997
Australia,processed,Gallium,,0.0,60.86,0.4,60.46
Australia,processed,Germanium,,0.0,60.86,0.4,60.46
Australia,processed,Imdium,,0.0,60.86,0.4,60.46
Australia,processed,Magnesium,,0.0,45629649.0,0.0,45629649.0
Australia,processed,Manganese,USGS,0.0,22262830.08,828230.0,21434600.08
Australia,processed,Molybdenum,,0.0,756179.7000000001,4001.0,752178.7000000001
Australia,processed,Nickel,BGS,86000000.0,12192758.322,51451553.78,46741204.541999996
Australia,processed,Niobium,,0.0,28652.3,1772.4,26879.899999999998
Australia,processed,Rare Earths,BGS,16780000.0,818044.92,66208.4,17531836.520000003
Australia,processed,Silicon,USGS,40000000.0,78444190.498,80596057.046,37848133.45199999
Australia,processed,Titanium,USGS,0.0,1348860.266,242082.64,1106777.6260000002
Australia,raw,Antimony,WMD,1860000.0,0.0,0.0,1860000.0
Australia,raw,Bauxite,WMD,99058376000.0,5563527.0,85203866920.0,13860072607.0
Australia,raw,Boron,,0.0,1747185.7,411926.3,1335259.4
Australia,raw,Cadmium,WMD,900000.0,0.0,0.0,900000.0
Australia,raw,Chromium,,0.0,9420872.0,0.0,9420872.0
Australia,raw,Cobalt,WMD,5217000.0,1208.0,2000.0,5216208.0
Australia,raw,Fluorspar,,0.0,5536078.0,12114.0,5523964.0
Australia,raw,Magnesium,WMD,432319000.0,649524.7,811.14,432967713.56
Australia,raw,Manganese,WMD,2920850000.0,274462700.0,0.0,3195312700.0
Australia,raw,Nickel,WMD,149090000.0,5315243.6,132421880.0,21983363.599999994
Australia,raw,Niobium,,0.0,4603678.0,0.0,4603678.0
Australia,raw,Platinum Group Metals,WMD,510.0,0.0,0.0,510.0
Australia,raw,Rare Earths,WMD,20280000.0,0.0,0.0,20280000.0
Australia,raw,Selenium,,0.0,6830.9,1.0,6829.9
Australia,raw,Silver,WMD,1032993.0,201.0,0.0,1033194.0
Australia,raw,Tantalum,WMD,50000.0,0.0,0.0,50000.0
Australia,raw,Vanadium,USGS,0.0,4603678.0,0.0,4603678.0
Australia,raw,Zirconium,WMD,462000000.0,1251409.174,128346200.0,334905209.174
Austria,processed,Aluminium,,0.0,1195362559.174,736198959.755,459163599.419
Austria,processed,Bauxite,,0.0,139998338.889,52553965.359000005,87444373.53
Austria,processed,Boron,,0.0,3828137.619,3427964.558,400173.06099999975
Austria,processed,Cadmium,,0.0,196.192,0.0,196.192
Austria,processed,Chromium,,0.0,1729661.097,557983.453,1171677.644
Austria,processed,Cobalt,,0.0,915667.259,456432.438,459234.82099999994
Austria,processed,Copper,BGS,160400000.0,201474754.006,195352605.192,166522148.81400004
Austria,processed,Gallium,,0.0,8373.329,4308.442,4064.8869999999997
Austria,processed,Germanium,,0.0,8373.329,4308.442,4064.8869999999997
Austria,processed,Gold,,0.0,21546.548,17870.206000000002,3676.341999999997
Austria,processed,Graphite,BGS,17000000.0,0.0,0.0,17000000.0
Austria,processed,Imdium,,0.0,8373.329,4308.442,4064.8869999999997
Austria,processed,Lead,BGS,27000000.0,51387374.515999995,31089571.142,47297803.374
Austria,processed,Lithium,,0.0,173806.396,28555.655000000002,145250.741
Austria,processed,Magnesium,,0.0,198415215.666,127479630.856,70935584.81
Austria,processed,Manganese,,0.0,238953.495,592.0,238361.495
Austria,processed,Molybdenum,,0.0,432531.815,212854.35499999998,219677.46000000002
Austria,processed,Nickel,BGS,800000.0,30527365.034,20949265.86,10378099.174000002
Austria,processed,Niobium,,0.0,166750.329,5381.112,161369.217
Austria,processed,Silicon,,0.0,37677261.069,12165563.991,25511697.077999998
Austria,processed,Tin,,0.0,3287497.417,1302350.0320000001,1985147.3849999998
Austria,processed,Titanium,,0.0,3804309.0,703927.306,3100381.694
Austria,processed,Vanadium,,0.0,255373.329,4308.442,251064.887
Austria,processed,Zinc,,0.0,78573996.346,18019593.668,60554402.678
Austria,raw,Aluminium,,0.0,9481214.0,7237.0,9473977.0
Austria,raw,Bauxite,,0.0,9481214.0,7237.0,9473977.0
Austria,raw,Chromium,,0.0,17396949.363,132247.0,17264702.363
Austria,raw,Copper,,0.0,61013739.855,319267.0,60694472.855
Austria,raw,Fluorspar,,0.0,3788961.0,4509.066,3784451.934
Austria,raw,Gold,,0.0,30.758,21.0,9.758
Austria,raw,Graphite,WMD,300000.0,16571579.595,4642337.492,12229242.103
Austria,raw,Lithium,,0.0,251361858.067,53743378.204,197618479.863
Austria,raw,Magnesium,WMD,669400000.0,4895260.0,528425.697,673766834.303
Austria,raw,Manganese,,0.0,50451.0,14.0,50437.0
Austria,raw,Selenium,,0.0,7631.0,25.869,7605.131
Austria,raw,Silver,,0.0,2570.0,0.0,2570.0
Austria,raw,Tellurium,,0.0,2502.236,8.0,2494.236
Austria,raw,Tin,,0.0,6.0,0.0,6.0
Austria,raw,Titanium,,0.0,128226.0,6066.0,122160.0
Austria,raw,Zinc,,0.0,155723.887,99.0,155624.887
Austria,raw,Zirconium,,0.0,586910.066,83925.748,502984.31799999997
Azerbaijan,processed,Aluminium,BGS,28230000.0,996206895.344,576852319.5840001,447584575.7599999
Azerbaijan,processed,Bauxite,,0.0,814697019.62,0.0,814697019.62
Azerbaijan,processed,Boron,,0.0,725428.8,0.0,725428.8
Azerbaijan,processed,Cadmium,,0.0,2056.0,0.0,2056.0
Azerbaijan,processed,Chromium,,0.0,271008.0,0.0,271008.0
Azerbaijan,processed,Cobalt,,0.0,3392.0,0.0,3392.0
Azerbaijan,processed,Copper,,0.0,31220428.68,28033097.28,3187331.3999999985
Azerbaijan,processed,Gallium,,0.0,1.6,0.0,1.6
Azerbaijan,processed,Germanium,,0.0,1.6,0.0,1.6
Azerbaijan,processed,Imdium,,0.0,1.6,0.0,1.6
Azerbaijan,processed,Lithium,,0.0,1067.2079999999999,0.0,1067.2079999999999
Azerbaijan,processed,Magnesium,,0.0,5001587.2,828000.0,4173587.2
Azerbaijan,processed,Manganese,,0.0,8.0,0.0,8.0
Azerbaijan,processed,Molybdenum,,0.0,21471.04,0.0,21471.04
Azerbaijan,processed,Nickel,,0.0,410939.728,0.0,410939.728
Azerbaijan,processed,Niobium,,0.0,1.6,0.0,1.6
Azerbaijan,processed,Platinum Group Metals,,0.0,8.8,0.0,8.8
Azerbaijan,processed,Rare Earths,,0.0,12.6,0.0,12.6
Azerbaijan,processed,Silicon,,0.0,18080345.624,54000.0,18026345.624
Azerbaijan,processed,Tin,,0.0,10324.792,0.0,10324.792
Azerbaijan,processed,Titanium,,0.0,5258.4,0.0,5258.4
Azerbaijan,processed,Vanadium,,0.0,561.6,0.0,561.6
Azerbaijan,raw,Aluminium,WMD,36800000.0,0.0,0.0,36800000.0
Azerbaijan,raw,Chromium,,0.0,840000.0,0.0,840000.0
Azerbaijan,raw,Fluorspar,,0.0,1011216.0,0.0,1011216.0
Azerbaijan,raw,Gold,WMD,2659.0,0.0,0.0,2659.0
Azerbaijan,raw,Graphite,,0.0,1306028.0,4.0,1306024.0
Azerbaijan,raw,Lithium,,0.0,12150075.6,0.0,12150075.6
Azerbaijan,raw,Magnesium,,0.0,560805.68,0.0,560805.68
Azerbaijan,raw,Molybdenum,,0.0,200.0,0.0,200.0
Azerbaijan,raw,Nickel,,0.0,960.0,0.0,960.0
Azerbaijan,raw,Silver,WMD,5211.0,0.0,0.0,5211.0
Azerbaijan,raw,Tin,,0.0,419.2,0.0,419.2
Azerbaijan,raw,Titanium,,0.0,496000.0,0.0,496000.0
Bahamas,processed,Aluminium,,0.0,351931.256,11551.627,340379.629
Bahamas,processed,Arsenic,,0.0,0.454,0.0,0.454
Bahamas,processed,Bauxite,,0.0,5816.865,0.0,5816.865
Bahamas,processed,Boron,,0.0,257.64,0.0,257.64
Bahamas,processed,Chromium,,0.0,5906.675,0.0,5906.675
Bahamas,processed,Cobalt,,0.0,67.13199999999999,0.0,67.13199999999999
Bahamas,processed,Copper,,0.0,10804015.629999999,13810.516,10790205.113999998
Bahamas,processed,Gallium,,0.0,0.454,0.0,0.454
Bahamas,processed,Germanium,,0.0,0.454,0.0,0.454
Bahamas,processed,Gold,,0.0,7.257,0.0,7.257
Bahamas,processed,Imdium,,0.0,0.454,0.0,0.454
Bahamas,processed,Lead,,0.0,474.457,290.299,184.15800000000002
Bahamas,processed,Lithium,,0.0,5.444,0.0,5.444
Bahamas,processed,Magnesium,,0.0,0.454,0.0,0.454
Bahamas,processed,Manganese,,0.0,0.454,0.0,0.454
Bahamas,processed,Molybdenum,,0.0,0.454,0.0,0.454
Bahamas,processed,Nickel,,0.0,28.576999999999998,0.0,28.576999999999998
Bahamas,processed,Niobium,,0.0,0.454,0.0,0.454
Bahamas,processed,Platinum Group Metals,,0.0,24.495,0.0,24.495
Bahamas,processed,Silicon,,0.0,7727.848,0.0,7727.848
Bahamas,processed,Tin,,0.0,3410.5589999999997,99.79,3310.769
Bahamas,processed,Titanium,,0.0,78.018,0.0,78.018
Bahamas,processed,Vanadium,,0.0,0.454,0.0,0.454
Bahamas,processed,Zinc,,0.0,668.131,0.0,668.131
Bahamas,raw,Aluminium,,0.0,20000.0,0.0,20000.0
Bahamas,raw,Bauxite,,0.0,20000.0,0.0,20000.0
Bahamas,raw,Boron,,0.0,4490.725,0.0,4490.725
Bahamas,raw,Copper,,0.0,32232.048,0.0,32232.048
Bahamas,raw,Graphite,,0.0,56.245,0.0,56.245
Bahamas,raw,Lead,,0.0,1000.0,0.0,1000.0
Bahamas,raw,Lithium,,0.0,346769000.0,3000.0,346766000.0
Bahamas,raw,Magnesium,,0.0,0.454,0.0,0.454
Bahamas,raw,Nickel,,0.0,11000.0,0.0,11000.0
Bahamas,raw,Selenium,,0.0,6.35,0.0,6.35
Bahrain,processed,Aluminium,BGS,1620665000.0,3059928075.9420004,1665343659.675,3015249416.267
Bahrain,processed,Arsenic,,0.0,1500.0,0.0,1500.0
Bahrain,processed,Bauxite,,0.0,3032922923.19,40167798.0,2992755125.19
Bahrain,processed,Boron,,0.0,107577.21,13000.0,94577.21
Bahrain,processed,Cadmium,,0.0,5.0,0.0,5.0
Bahrain,processed,Chromium,,0.0,24015.25,4000.0,20015.25
Bahrain,processed,Cobalt,,0.0,61.449,0.0,61.449
Bahrain,processed,Copper,,0.0,12594603.625,10519819.684,2074783.9409999996
Bahrain,processed,Gold,,0.0,7483.750000000001,2200.223,5283.527000000001
Bahrain,processed,Lithium,,0.0,7.681,0.0,7.681
Bahrain,processed,Magnesium,,0.0,7578493.075,4877.0,7573616.075
Bahrain,processed,Manganese,,0.0,1002.0,0.0,1002.0
Bahrain,processed,Molybdenum,,0.0,15281.8,0.0,15281.8
Bahrain,processed,Platinum Group Metals,,0.0,11.036999999999999,5.118,5.918999999999999
Bahrain,processed,Rare Earths,,0.0,222.997,26.0,196.997
Bahrain,processed,Silicon,,0.0,11091892.133,37800.57,11054091.563
Bahrain,processed,Silver,,0.0,5390.829,0.022,5390.807
Bahrain,processed,Tin,,0.0,265898.412,228190.51,37707.902
Bahrain,processed,Titanium,,0.0,206039.1,0.0,206039.1
Bahrain,processed,Vanadium,,0.0,240000.0,0.0,240000.0
Bahrain,processed,Zinc,,0.0,1645195.929,58177.3,1587018.629
Bahrain,raw,Aluminium,WMD,1620665000.0,0.0,0.0,1620665000.0
Bahrain,raw,Boron,,0.0,52594.2,0.0,52594.2
Bahrain,raw,Chromium,,0.0,5447.1,0.0,5447.1
Bahrain,raw,Fluorspar,,0.0,2701.0,0.0,2701.0
Bahrain,raw,Graphite,,0.0,55229.335999999996,0.0,55229.335999999996
Bahrain,raw,Lithium,,0.0,1328986.079,1281.0,1327705.079
Bahrain,raw,Magnesium,,0.0,694.091,0.0,694.091
Bahrain,raw,Tin,,0.0,120.0,0.0,120.0
Bahrain,raw,Titanium,,0.0,586836.0,0.0,586836.0
Barbados,processed,Aluminium,,0.0,1018213.595,27239.0,990974.595
Barbados,processed,Bauxite,,0.0,29155.0,0.0,29155.0
Barbados,processed,Boron,,0.0,2012.0,0.0,2012.0
Barbados,processed,Chromium,,0.0,654.0,0.0,654.0
Barbados,processed,Cobalt,,0.0,249.0,0.0,249.0
Barbados,processed,Lead,,0.0,3380.0,34.0,3346.0
Barbados,processed,Lithium,,0.0,19.0,0.0,19.0
Barbados,processed,Magnesium,,0.0,203.0,0.0,203.0
Barbados,processed,Manganese,,0.0,13.0,0.0,13.0
Barbados,processed,Nickel,,0.0,3.0,0.0,3.0
Barbados,processed,Platinum Group Metals,,0.0,0.757,0.1,0.657
Barbados,processed,Silicon,,0.0,24049.0,0.0,24049.0
Barbados,processed,Silver,,0.0,8.0,0.0,8.0
Barbados,processed,Tin,,0.0,877073.583,0.0,877073.583
Barbados,processed,Titanium,,0.0,15233.0,0.0,15233.0
Barbados,processed,Zinc,,0.0,11895.0,0.0,11895.0
Barbados,raw,Boron,,0.0,13.0,0.0,13.0
Barbados,raw,Fluorspar,,0.0,9066.0,0.0,9066.0
Barbados,raw,Graphite,,0.0,7.0,0.0,7.0
Barbados,raw,Lithium,,0.0,10023.0,0.0,10023.0
Barbados,raw,Titanium,,0.0,13.0,0.0,13.0
Belgium,processed,Aluminium,,0.0,716422859.8130001,314746771.713,401676088.1000001
Belgium,processed,Arsenic,BGS,1000000.0,67111.26,114.08,1066997.18
Belgium,processed,Bauxite,,0.0,28798558.925,12568834.43,16229724.495000001
Belgium,processed,Boron,,0.0,24905189.19,214696.16,24690493.03
Belgium,processed,Cadmium,,0.0,510593.55,1881.58,508711.97
Belgium,processed,Chromium,,0.0,883749.4500000001,785488.9,98260.55000000005
Belgium,processed,Cobalt,BGS,1000000.0,10129782.19,8002427.859999999,3127354.33
Belgium,processed,Copper,BGS,379100000.0,386658995.318,235492344.79500002,530266650.52300006
Belgium,processed,Gallium,,0.0,211483.08,13733.231,197749.849
Belgium,processed,Germanium,USGS,0.0,211483.08,13733.231,197749.849
Belgium,processed,Gold,,0.0,38625.37,9687.08,28938.29
Belgium,processed,Imdium,,0.0,211483.08,13733.231,197749.849
Belgium,processed,Indium,BGS,20000.0,0.0,0.0,20000.0
Belgium,processed,Lead,BGS,131946000.0,32673954.954,156657017.26,7962937.694000006
Belgium,processed,Lithium,,0.0,1310803.8699999999,514015.172,796788.6979999999
Belgium,processed,Magnesium,,0.0,44014149.42,884204.3999999999,43129945.02
Belgium,processed,Manganese,,0.0,7067858.18,348098.72,6719759.46
Belgium,processed,Molybdenum,,0.0,1173572.19,424455.77,749116.4199999999
Belgium,processed,Nickel,,0.0,63794964.559999995,39533601.649,24261362.911
Belgium,processed,Niobium,,0.0,211588.77,13777.381,197811.389
Belgium,processed,Platinum Group Metals,,0.0,21305643.61,99887.35,21205756.259999998
Belgium,processed,Rare Earths,,0.0,72354.22899999999,30636.99,41717.23899999999
Belgium,processed,Selenium,BGS,200000.0,0.0,0.0,200000.0
Belgium,processed,Silver,,0.0,110684325.875,2925988.0100000002,107758337.865
Belgium,processed,Tin,BGS,9310000.0,10036060.485,9694574.42,9651486.065
Belgium,processed,Vanadium,,0.0,491065.98,319628.921,171437.059
Belgium,processed,Zinc,BGS,199293000.0,143022241.107,314815991.78000003,27499249.326999962
Belgium,raw,Aluminium,,0.0,4288686.85,253190.62,4035496.2299999995
Belgium,raw,Arsenic,WMD,1000000.0,0.0,0.0,1000000.0
Belgium,raw,Bauxite,,0.0,4288686.85,253190.62,4035496.2299999995
Belgium,raw,Boron,,0.0,11853734.41,6805.77,11846928.64
Belgium,raw,Chromium,,0.0,14439602.78,0.0,14439602.78
Belgium,raw,Cobalt,,0.0,11016.01,2.07,11013.94
Belgium,raw,Copper,,0.0,194683886.62,30866974.35,163816912.27
Belgium,raw,Fluorspar,,0.0,30248582.06,318479.71,29930102.349999998
Belgium,raw,Graphite,,0.0,7701105.973999999,111604.70599999999,7589501.267999999
Belgium,raw,Indium,WMD,19000.0,0.0,0.0,19000.0
Belgium,raw,Lead,,0.0,20248954.15,12943112.0,7305842.1499999985
Belgium,raw,Lithium,,0.0,122479752.44,40374336.08,82105416.36
Belgium,raw,Magnesium,,0.0,165479.99,27951.97,137528.02
Belgium,raw,Molybdenum,,0.0,14500780.5,4227473.82,10273306.68
Belgium,raw,Selenium,WMD,200000.0,172302.51,0.0,372302.51
Belgium,raw,Tellurium,,0.0,426292.11,6805.77,419486.33999999997
Belgium,raw,Titanium,,0.0,87891261.44,382.29,87890879.14999999
Belgium,raw,Zinc,,0.0,75730617.6,251062.89,75479554.71
Belgium,raw,Zirconium,,0.0,1028731.8,692806.49,335925.31000000006
Belize,processed,Aluminium,,0.0,4565390.036,13230.372,4552159.664
Belize,processed,Bauxite,,0.0,1087345.996,0.0,1087345.996
Belize,processed,Boron,,0.0,111316.657,0.0,111316.657
Belize,processed,Chromium,,0.0,113.812,0.0,113.812
Belize,processed,Copper,,0.0,193810.558,0.0,193810.558
Belize,processed,Lithium,,0.0,406.848,0.0,406.848
Belize,processed,Magnesium,,0.0,8875.164,0.0,8875.164
Belize,processed,Molybdenum,,0.0,9191.28,0.0,9191.28
Belize,processed,Nickel,,0.0,418.88,0.0,418.88
Belize,processed,Silicon,,0.0,59231.532,0.0,59231.532
Belize,processed,Silver,,0.0,133.708,0.0,133.708
Belize,processed,Tin,,0.0,1635.348,64.236,1571.1119999999999
Belize,processed,Zinc,,0.0,234.38,0.0,234.38
Belize,raw,Boron,,0.0,998.412,0.0,998.412
Belize,raw,Graphite,,0.0,4277.032,0.0,4277.032
Belize,raw,Lithium,,0.0,369280.736,0.0,369280.736
Belize,raw,Magnesium,,0.0,3.172,0.0,3.172
Belize,raw,Manganese,,0.0,4.728,0.0,4.728
Benin,processed,Aluminium,,0.0,3413151.08,2166387.5,1246763.58
Benin,processed,Arsenic,,0.0,355.0,0.0,355.0
Benin,processed,Bauxite,,0.0,213730.72,6877.5,206853.22
Benin,processed,Boron,,0.0,9217.1,0.0,9217.1
Benin,processed,Chromium,,0.0,40.0,0.0,40.0
Benin,processed,Copper,,0.0,73853.08,43390.0,30463.08
Benin,processed,Gold,,0.0,19.0,0.0,19.0
Benin,processed,Molybdenum,,0.0,30.0,0.0,30.0
Benin,processed,Nickel,,0.0,8.0,0.0,8.0
Benin,processed,Rare Earths,,0.0,40700005.0,0.0,40700005.0
Benin,processed,Silicon,,0.0,38438.35,0.0,38438.35
Benin,processed,Silver,,0.0,11.8,0.0,11.8
Benin,processed,Tin,,0.0,19549.28,0.0,19549.28
Benin,processed,Titanium,,0.0,501.0,0.0,501.0
Benin,processed,Zinc,,0.0,10927.5,0.0,10927.5
Benin,raw,Aluminium,,0.0,12000.0,0.0,12000.0
Benin,raw,Bauxite,,0.0,12000.0,0.0,12000.0
Benin,raw,Fluorspar,,0.0,5927.5,0.0,5927.5
Benin,raw,Gold,WMD,5.0,0.0,0.0,5.0
Benin,raw,Graphite,,0.0,670.0,0.0,670.0
