reporterISO,partnerISO,Exporter,Importer,Category,trade_value,source_lat,source_lng,target_lat,target_lng
AGO,ARE,Angola,United Arab Emirates,Biomass,880,-12.29155344,17.50291192,23.86863365,54.20671476
AGO,ARE,Angola,United Arab Emirates,Hydroelectric,1129674.23,-12.29155344,17.50291192,23.86863365,54.20671476
AGO,ARE,Angola,United Arab Emirates,Solar Products,14915.52,-12.29155344,17.50291192,23.86863365,54.20671476
AGO,ARE,Angola,United Arab Emirates,Wind Products,24611.4,-12.29155344,17.50291192,23.86863365,54.20671476
AGO,AZE,Angola,Azerbaijan,Hydroelectric,3500,-12.29155344,17.50291192,40.2805336,47.68058265
AGO,AZE,Angola,Azerbaijan,Solar Products,30,-12.29155344,17.50291192,40.2805336,47.68058265
AGO,AZE,Angola,Azerbaijan,Wind Products,2640,-12.29155344,17.50291192,40.2805336,47.68058265
AGO,BEL,Angola,Belgium,Battery storage,434.96,-12.29155344,17.50291192,50.65244096,4.580834114
AGO,BEL,Angola,Belgium,Biomass,242.65,-12.29155344,17.50291192,50.65244096,4.580834114
AGO,BEL,Angola,Belgium,EV,71888,-12.29155344,17.50291192,50.65244096,4.580834114
AGO,BEL,Angola,Belgium,Hydroelectric,1352420,-12.29155344,17.50291192,50.65244096,4.580834114
AGO,BEL,Angola,Belgium,Solar Products,974.47,-12.29155344,17.50291192,50.65244096,4.580834114
AGO,BEL,Angola,Belgium,Wind Products,54048.66,-12.29155344,17.50291192,50.65244096,4.580834114
AGO,BHR,Angola,Bahrain,Hydroelectric,831,-12.29155344,17.50291192,26.0667,50.5577
AGO,BRA,Angola,Brazil,Hydroelectric,9356.29,-12.29155344,17.50291192,-10.80677364,-53.05434004
AGO,BRA,Angola,Brazil,Solar Products,25104.45,-12.29155344,17.50291192,-10.80677364,-53.05434004
AGO,BRA,Angola,Brazil,Wind Products,188,-12.29155344,17.50291192,-10.80677364,-53.05434004
AGO,CAN,Angola,Canada,Solar Products,50,-12.29155344,17.50291192,57.7487688,-101.5698221
AGO,CAN,Angola,Canada,Wind Products,950,-12.29155344,17.50291192,57.7487688,-101.5698221
AGO,CHE,Angola,Switzerland,Solar Products,100,-12.29155344,17.50291192,46.79173768,8.118300613
AGO,CHN,Angola,China,Solar Products,706,-12.29155344,17.50291192,36.60943038,103.8653613
AGO,CIV,Angola,Côte d'Ivoire,Battery storage,19.63,-12.29155344,17.50291192,7.553755007,-5.612043645
AGO,CIV,Angola,Côte d'Ivoire,Biomass,331.23,-12.29155344,17.50291192,7.553755007,-5.612043645
AGO,CIV,Angola,Côte d'Ivoire,Hydroelectric,38413.33,-12.29155344,17.50291192,7.553755007,-5.612043645
AGO,CIV,Angola,Côte d'Ivoire,Solar Products,56.53,-12.29155344,17.50291192,7.553755007,-5.612043645
AGO,CIV,Angola,Côte d'Ivoire,Wind Products,6978.41,-12.29155344,17.50291192,7.553755007,-5.612043645
AGO,CMR,Angola,Cameroon,Solar Products,40,-12.29155344,17.50291192,5.663095288,12.61155155
AGO,COD,Angola,Dem. Rep. of the Congo,Battery storage,330219.75,-12.29155344,17.50291192,-2.850275711,23.58295583
AGO,COD,Angola,Dem. Rep. of the Congo,Biomass,99.5,-12.29155344,17.50291192,-2.850275711,23.58295583
AGO,COD,Angola,Dem. Rep. of the Congo,EV,18192.58,-12.29155344,17.50291192,-2.850275711,23.58295583
AGO,COD,Angola,Dem. Rep. of the Congo,Hydroelectric,11105.01,-12.29155344,17.50291192,-2.850275711,23.58295583
AGO,COD,Angola,Dem. Rep. of the Congo,Solar Products,95.25,-12.29155344,17.50291192,-2.850275711,23.58295583
AGO,COD,Angola,Dem. Rep. of the Congo,Wind Products,93139.43,-12.29155344,17.50291192,-2.850275711,23.58295583
AGO,COG,Angola,Congo,Biomass,428251.96,-12.29155344,17.50291192,-0.837801087,15.13446177
AGO,COG,Angola,Congo,Hydroelectric,151972.28,-12.29155344,17.50291192,-0.837801087,15.13446177
AGO,COG,Angola,Congo,Solar Products,1683,-12.29155344,17.50291192,-0.837801087,15.13446177
AGO,COG,Angola,Congo,Wind Products,18670.98,-12.29155344,17.50291192,-0.837801087,15.13446177
AGO,CUB,Angola,Cuba,Battery storage,297.09,-12.29155344,17.50291192,21.63175154,-78.96068491
AGO,CUB,Angola,Cuba,Biomass,30,-12.29155344,17.50291192,21.63175154,-78.96068491
AGO,CUB,Angola,Cuba,Hydroelectric,792.31,-12.29155344,17.50291192,21.63175154,-78.96068491
AGO,CUB,Angola,Cuba,Solar Products,866.02,-12.29155344,17.50291192,21.63175154,-78.96068491
AGO,CUB,Angola,Cuba,Wind Products,407.64,-12.29155344,17.50291192,21.63175154,-78.96068491
AGO,CZE,Angola,Czechia,Solar Products,10.22,-12.29155344,17.50291192,49.77524529,15.3345581
AGO,CZE,Angola,Czechia,Wind Products,293525.72,-12.29155344,17.50291192,49.77524529,15.3345581
AGO,DEU,Angola,Germany,Battery storage,250,-12.29155344,17.50291192,51.13372269,10.28848509
AGO,DEU,Angola,Germany,Biomass,820.93,-12.29155344,17.50291192,51.13372269,10.28848509
AGO,DEU,Angola,Germany,Hydroelectric,424.92,-12.29155344,17.50291192,51.13372269,10.28848509
AGO,DEU,Angola,Germany,Solar Products,20580.35,-12.29155344,17.50291192,51.13372269,10.28848509
AGO,DEU,Angola,Germany,Wind Products,5624.29,-12.29155344,17.50291192,51.13372269,10.28848509
AGO,DNK,Angola,Denmark,Battery storage,4527.32,-12.29155344,17.50291192,56.21962624,9.310777784
AGO,DNK,Angola,Denmark,Solar Products,451.12,-12.29155344,17.50291192,56.21962624,9.310777784
AGO,DNK,Angola,Denmark,Wind Products,1036.66,-12.29155344,17.50291192,56.21962624,9.310777784
AGO,ECU,Angola,Ecuador,Solar Products,20,-12.29155344,17.50291192,-1.454771706,-78.38416675
AGO,EGY,Angola,Egypt,Biomass,2328,-12.29155344,17.50291192,26.50662,29.84446151
AGO,EGY,Angola,Egypt,Hydroelectric,1709734.47,-12.29155344,17.50291192,26.50662,29.84446151
AGO,EGY,Angola,Egypt,Solar Products,2333,-12.29155344,17.50291192,26.50662,29.84446151
AGO,EGY,Angola,Egypt,Wind Products,2847600,-12.29155344,17.50291192,26.50662,29.84446151
AGO,ESP,Angola,Spain,Biomass,4202,-12.29155344,17.50291192,40.34865611,-3.617020602
AGO,ESP,Angola,Spain,Hydroelectric,1176084.56,-12.29155344,17.50291192,40.34865611,-3.617020602
AGO,ESP,Angola,Spain,Solar Products,120842,-12.29155344,17.50291192,40.34865611,-3.617020602
AGO,ESP,Angola,Spain,Wind Products,214625.95,-12.29155344,17.50291192,40.34865611,-3.617020602
AGO,ETH,Angola,Ethiopia,Solar Products,11945.38,-12.29155344,17.50291192,8.653999188,39.55125579
AGO,FIN,Angola,Finland,Solar Products,100,-12.29155344,17.50291192,64.50409404,26.21176461
AGO,FIN,Angola,Finland,Wind Products,23.78,-12.29155344,17.50291192,64.50409404,26.21176461
AGO,FRA,Angola,France,Battery storage,250,-12.29155344,17.50291192,46.2276,2.2137
AGO,FRA,Angola,France,Biomass,3903.56,-12.29155344,17.50291192,46.2276,2.2137
AGO,FRA,Angola,France,Hydroelectric,87200.14,-12.29155344,17.50291192,46.2276,2.2137
AGO,FRA,Angola,France,Solar Products,4253.46,-12.29155344,17.50291192,46.2276,2.2137
AGO,FRA,Angola,France,Wind Products,70205.53,-12.29155344,17.50291192,46.2276,2.2137
AGO,GAB,Angola,Gabon,Biomass,1740.13,-12.29155344,17.50291192,-0.64704814,11.68775117
AGO,GAB,Angola,Gabon,Hydroelectric,21220.69,-12.29155344,17.50291192,-0.64704814,11.68775117
AGO,GAB,Angola,Gabon,Solar Products,2404.11,-12.29155344,17.50291192,-0.64704814,11.68775117
AGO,GAB,Angola,Gabon,Wind Products,9792.66,-12.29155344,17.50291192,-0.64704814,11.68775117
AGO,GBR,Angola,United Kingdom,Battery storage,3396.8,-12.29155344,17.50291192,53.88335871,-2.657992979
AGO,GBR,Angola,United Kingdom,Biomass,1243.16,-12.29155344,17.50291192,53.88335871,-2.657992979
AGO,GBR,Angola,United Kingdom,Hydroelectric,842158.37,-12.29155344,17.50291192,53.88335871,-2.657992979
AGO,GBR,Angola,United Kingdom,Solar Products,233314.5,-12.29155344,17.50291192,53.88335871,-2.657992979
AGO,GBR,Angola,United Kingdom,Wind Products,465720.59,-12.29155344,17.50291192,53.88335871,-2.657992979
AGO,GHA,Angola,Ghana,Hydroelectric,57739.68,-12.29155344,17.50291192,7.928651813,-1.236968556
AGO,GHA,Angola,Ghana,Solar Products,934.91,-12.29155344,17.50291192,7.928651813,-1.236968556
AGO,GHA,Angola,Ghana,Wind Products,133,-12.29155344,17.50291192,7.928651813,-1.236968556
AGO,GIN,Angola,Guinea,Wind Products,200,-12.29155344,17.50291192,10.44827288,-11.06085374
AGO,GNQ,Angola,Equatorial Guinea,Hydroelectric,4754.25,-12.29155344,17.50291192,1.64586432,10.36603133
AGO,GUY,Angola,Guyana,Hydroelectric,1247,-12.29155344,17.50291192,4.790225375,-58.97120311
AGO,GUY,Angola,Guyana,Wind Products,335,-12.29155344,17.50291192,4.790225375,-58.97120311
AGO,HUN,Angola,Hungary,Solar Products,1337.96,-12.29155344,17.50291192,47.19995117,19.35762863
AGO,IDN,Angola,Indonesia,Biomass,976.95,-12.29155344,17.50291192,-0.254301557,114.0226835
AGO,IDN,Angola,Indonesia,Hydroelectric,212667.24,-12.29155344,17.50291192,-0.254301557,114.0226835
AGO,IND,Angola,India,Hydroelectric,8403,-12.29155344,17.50291192,22.92500641,79.59370376
AGO,ITA,Angola,Italy,Battery storage,110,-12.29155344,17.50291192,43.47247611,12.21947649
AGO,ITA,Angola,Italy,Solar Products,4500,-12.29155344,17.50291192,43.47247611,12.21947649
AGO,ITA,Angola,Italy,Wind Products,2000.08,-12.29155344,17.50291192,43.47247611,12.21947649
AGO,KEN,Angola,Kenya,Wind Products,40,-12.29155344,17.50291192,0.595966252,37.79155529
AGO,MEX,Angola,Mexico,Solar Products,100,-12.29155344,17.50291192,23.9353719,-102.5763495
AGO,MLI,Angola,Mali,Battery storage,59.19,-12.29155344,17.50291192,17.26777206,-3.543294339
AGO,MOZ,Angola,Mozambique,Hydroelectric,884.2,-12.29155344,17.50291192,-17.23044898,35.47261598
AGO,MOZ,Angola,Mozambique,Solar Products,30,-12.29155344,17.50291192,-17.23044898,35.47261598
AGO,MOZ,Angola,Mozambique,Wind Products,778.84,-12.29155344,17.50291192,-17.23044898,35.47261598
AGO,MRT,Angola,Mauritania,Battery storage,50,-12.29155344,17.50291192,20.20926721,-10.32639693
AGO,MRT,Angola,Mauritania,Hydroelectric,2139.19,-12.29155344,17.50291192,20.20926721,-10.32639693
AGO,MRT,Angola,Mauritania,Solar Products,3780,-12.29155344,17.50291192,20.20926721,-10.32639693
AGO,MRT,Angola,Mauritania,Wind Products,1524,-12.29155344,17.50291192,20.20926721,-10.32639693
AGO,MYS,Angola,Malaysia,Hydroelectric,1631,-12.29155344,17.50291192,3.548111771,114.675514
AGO,MYS,Angola,Malaysia,Solar Products,297296.5,-12.29155344,17.50291192,3.548111771,114.675514
AGO,MYS,Angola,Malaysia,Wind Products,1949.99,-12.29155344,17.50291192,3.548111771,114.675514
AGO,NAM,Angola,Namibia,Battery storage,4884.94,-12.29155344,17.50291192,-22.09977693,17.15616813
AGO,NAM,Angola,Namibia,Biomass,7183.76,-12.29155344,17.50291192,-22.09977693,17.15616813
AGO,NAM,Angola,Namibia,Hydroelectric,3154557.86,-12.29155344,17.50291192,-22.09977693,17.15616813
AGO,NAM,Angola,Namibia,Solar Products,443989.39,-12.29155344,17.50291192,-22.09977693,17.15616813
AGO,NAM,Angola,Namibia,Wind Products,57798.66,-12.29155344,17.50291192,-22.09977693,17.15616813
AGO,NGA,Angola,Nigeria,Hydroelectric,22747.85,-12.29155344,17.50291192,9.548318418,7.995127754
AGO,NGA,Angola,Nigeria,Solar Products,3580,-12.29155344,17.50291192,9.548318418,7.995127754
AGO,NLD,Angola,Netherlands,Biomass,2000,-12.29155344,17.50291192,52.29870037,5.512217101
AGO,NLD,Angola,Netherlands,Hydroelectric,403842.17,-12.29155344,17.50291192,52.29870037,5.512217101
AGO,NLD,Angola,Netherlands,Solar Products,43027.86,-12.29155344,17.50291192,52.29870037,5.512217101
AGO,NLD,Angola,Netherlands,Wind Products,4924.83,-12.29155344,17.50291192,52.29870037,5.512217101
AGO,NOR,Angola,Norway,Biomass,176.75,-12.29155344,17.50291192,60.472,8.4689
AGO,NOR,Angola,Norway,Hydroelectric,992810.79,-12.29155344,17.50291192,60.472,8.4689
AGO,NOR,Angola,Norway,Solar Products,36956.4,-12.29155344,17.50291192,60.472,8.4689
AGO,NOR,Angola,Norway,Wind Products,27011.5,-12.29155344,17.50291192,60.472,8.4689
AGO,POL,Angola,Poland,Solar Products,765851.95,-12.29155344,17.50291192,52.14826022,19.31101431
AGO,PRT,Angola,Portugal,Battery storage,20.35,-12.29155344,17.50291192,39.63404977,-8.055765588
AGO,PRT,Angola,Portugal,Biomass,333.45,-12.29155344,17.50291192,39.63404977,-8.055765588
AGO,PRT,Angola,Portugal,EV,1636.41,-12.29155344,17.50291192,39.63404977,-8.055765588
AGO,PRT,Angola,Portugal,Hydroelectric,14854.48,-12.29155344,17.50291192,39.63404977,-8.055765588
AGO,PRT,Angola,Portugal,Solar Products,34813.71,-12.29155344,17.50291192,39.63404977,-8.055765588
AGO,PRT,Angola,Portugal,Wind Products,9227.37,-12.29155344,17.50291192,39.63404977,-8.055765588
AGO,QAT,Angola,Qatar,Battery storage,6000,-12.29155344,17.50291192,25.32185097,51.18350258
AGO,ROU,Angola,Romania,Wind Products,69506.28,-12.29155344,17.50291192,45.85710104,24.94325249
AGO,SAU,Angola,Saudi Arabia,Biomass,13236,-12.29155344,17.50291192,24.12328984,44.51636377
AGO,SAU,Angola,Saudi Arabia,Hydroelectric,1865.16,-12.29155344,17.50291192,24.12328984,44.51636377
AGO,SEN,Angola,Senegal,Hydroelectric,47663.63,-12.29155344,17.50291192,14.35413999,-14.50980279
AGO,SEN,Angola,Senegal,Wind Products,1297.27,-12.29155344,17.50291192,14.35413999,-14.50980279
AGO,SGP,Angola,Singapore,Battery storage,50,-12.29155344,17.50291192,1.3521,103.8198
AGO,SGP,Angola,Singapore,Hydroelectric,35114,-12.29155344,17.50291192,1.3521,103.8198
AGO,SGP,Angola,Singapore,Wind Products,62848,-12.29155344,17.50291192,1.3521,103.8198
AGO,STP,Angola,Sao Tome and Principe,Battery storage,30,-12.29155344,17.50291192,,
AGO,STP,Angola,Sao Tome and Principe,Biomass,155,-12.29155344,17.50291192,,
AGO,STP,Angola,Sao Tome and Principe,Hydroelectric,1257.45,-12.29155344,17.50291192,,
AGO,STP,Angola,Sao Tome and Principe,Solar Products,3405.88,-12.29155344,17.50291192,,
AGO,STP,Angola,Sao Tome and Principe,Wind Products,2621,-12.29155344,17.50291192,,
AGO,SWE,Angola,Sweden,Biomass,599.57,-12.29155344,17.50291192,62.81148497,16.59626585
AGO,SWE,Angola,Sweden,Hydroelectric,18714.98,-12.29155344,17.50291192,62.81148497,16.59626585
AGO,SWE,Angola,Sweden,Solar Products,5487.33,-12.29155344,17.50291192,62.81148497,16.59626585
AGO,SWE,Angola,Sweden,Wind Products,6709.55,-12.29155344,17.50291192,62.81148497,16.59626585
AGO,SWZ,Angola,Eswatini,Wind Products,100,-12.29155344,17.50291192,-26.48985529,31.3952559
AGO,THA,Angola,Thailand,Hydroelectric,20,-12.29155344,17.50291192,15.01697499,101.0061335
AGO,THA,Angola,Thailand,Solar Products,477,-12.29155344,17.50291192,15.01697499,101.0061335
AGO,TUR,Angola,Türkiye,Wind Products,773,-12.29155344,17.50291192,38.99072992,35.3921013
AGO,USA,Angola,USA,Battery storage,30430,-12.29155344,17.50291192,39.50155413,-99.06024063
AGO,USA,Angola,USA,Hydroelectric,1929191.4,-12.29155344,17.50291192,39.50155413,-99.06024063
AGO,USA,Angola,USA,Solar Products,10022.02,-12.29155344,17.50291192,39.50155413,-99.06024063
AGO,USA,Angola,USA,Wind Products,300602,-12.29155344,17.50291192,39.50155413,-99.06024063
AGO,ZAF,Angola,South Africa,Battery storage,648.62,-12.29155344,17.50291192,-28.96210619,25.11739621
AGO,ZAF,Angola,South Africa,EV,16200,-12.29155344,17.50291192,-28.96210619,25.11739621
AGO,ZAF,Angola,South Africa,Hydroelectric,257848.33,-12.29155344,17.50291192,-28.96210619,25.11739621
AGO,ZAF,Angola,South Africa,Solar Products,94136.12,-12.29155344,17.50291192,-28.96210619,25.11739621
AGO,ZAF,Angola,South Africa,Wind Products,1001931.8,-12.29155344,17.50291192,-28.96210619,25.11739621
AGO,ZMB,Angola,Zambia,Hydroelectric,3167.34,-12.29155344,17.50291192,-13.39506755,27.72759192
AGO,ZMB,Angola,Zambia,Solar Products,50,-12.29155344,17.50291192,-13.39506755,27.72759192
AGO,_X ,Angola,"Areas, nes",Solar Products,77801.85,-12.29155344,17.50291192,,
ALB,ESP,Albania,Spain,Solar Products,1873.445,41.14135331,20.03242643,40.34865611,-3.617020602
ALB,ITA,Albania,Italy,Hydroelectric,76924.916,41.14135331,20.03242643,43.47247611,12.21947649
ALB,ITA,Albania,Italy,Wind Products,5743697.867,41.14135331,20.03242643,43.47247611,12.21947649
ALB,MKD,Albania,North Macedonia,Solar Products,17135.18,41.14135331,20.03242643,41.60592965,21.69790338
ALB,MNE,Albania,Montenegro,Solar Products,1510.742,41.14135331,20.03242643,42.78903961,19.28618172
ALB,NLD,Albania,Netherlands,Solar Products,766.331,41.14135331,20.03242643,52.29870037,5.512217101
ALB,SRB,Albania,Serbia,Biomass,27420.507,41.14135331,20.03242643,44.23303653,20.81965193
ALB,SRB,Albania,Serbia,Hydroelectric,265022.607,41.14135331,20.03242643,44.23303653,20.81965193
ALB,SRB,Albania,Serbia,Solar Products,238126.581,41.14135331,20.03242643,44.23303653,20.81965193
ARG,BOL,Argentina,Bolivia (Plurinational State of),Biomass,72599.52,-35.220172,-65.14954339,-16.72898702,-64.64140561
ARG,BOL,Argentina,Bolivia (Plurinational State of),Hydroelectric,96763.9,-35.220172,-65.14954339,-16.72898702,-64.64140561
ARG,BOL,Argentina,Bolivia (Plurinational State of),Wind Products,16953.57,-35.220172,-65.14954339,-16.72898702,-64.64140561
ARG,BRA,Argentina,Brazil,Biomass,541388.3,-35.220172,-65.14954339,-10.80677364,-53.05434004
ARG,BRA,Argentina,Brazil,Hydroelectric,6137338.69,-35.220172,-65.14954339,-10.80677364,-53.05434004
ARG,BRA,Argentina,Brazil,Solar Products,198581.02,-35.220172,-65.14954339,-10.80677364,-53.05434004
ARG,BRA,Argentina,Brazil,Wind Products,5276035.09,-35.220172,-65.14954339,-10.80677364,-53.05434004
ARG,CAN,Argentina,Canada,Hydroelectric,457732.02,-35.220172,-65.14954339,57.7487688,-101.5698221
ARG,CHL,Argentina,Chile,Biomass,253603.88,-35.220172,-65.14954339,-37.34183187,-71.67094512
ARG,CHL,Argentina,Chile,Hydroelectric,1393163.23,-35.220172,-65.14954339,-37.34183187,-71.67094512
ARG,CHL,Argentina,Chile,Solar Products,167691.87,-35.220172,-65.14954339,-37.34183187,-71.67094512
ARG,CHL,Argentina,Chile,Wind Products,2533426.38,-35.220172,-65.14954339,-37.34183187,-71.67094512
ARG,COL,Argentina,Colombia,Biomass,82269.61,-35.220172,-65.14954339,3.927213863,-73.07773209
ARG,COL,Argentina,Colombia,Hydroelectric,2100133.69,-35.220172,-65.14954339,3.927213863,-73.07773209
ARG,COL,Argentina,Colombia,Solar Products,256624.84,-35.220172,-65.14954339,3.927213863,-73.07773209
ARG,COL,Argentina,Colombia,Wind Products,41206.91,-35.220172,-65.14954339,3.927213863,-73.07773209
ARG,DEU,Argentina,Germany,Wind Products,210022.75,-35.220172,-65.14954339,51.13372269,10.28848509
ARG,ECU,Argentina,Ecuador,Biomass,8796.07,-35.220172,-65.14954339,-1.454771706,-78.38416675
ARG,ECU,Argentina,Ecuador,Hydroelectric,276032.31,-35.220172,-65.14954339,-1.454771706,-78.38416675
ARG,ECU,Argentina,Ecuador,Wind Products,3831.63,-35.220172,-65.14954339,-1.454771706,-78.38416675
ARG,FRA,Argentina,France,Biomass,11930.17,-35.220172,-65.14954339,46.2276,2.2137
ARG,FRA,Argentina,France,Wind Products,110207.41,-35.220172,-65.14954339,46.2276,2.2137
ARG,GTM,Argentina,Guatemala,Biomass,127575.36,-35.220172,-65.14954339,15.69936061,-90.36945836
ARG,HND,Argentina,Honduras,Biomass,5084.71,-35.220172,-65.14954339,14.82294708,-86.58996384
ARG,IND,Argentina,India,Solar Products,7589.3,-35.220172,-65.14954339,22.92500641,79.59370376
ARG,MEX,Argentina,Mexico,Biomass,13542.49,-35.220172,-65.14954339,23.9353719,-102.5763495
ARG,MEX,Argentina,Mexico,Hydroelectric,2620369.03,-35.220172,-65.14954339,23.9353719,-102.5763495
ARG,MEX,Argentina,Mexico,Solar Products,245215.23,-35.220172,-65.14954339,23.9353719,-102.5763495
ARG,MEX,Argentina,Mexico,Wind Products,743838.87,-35.220172,-65.14954339,23.9353719,-102.5763495
ARG,PER,Argentina,Peru,Biomass,43704.37,-35.220172,-65.14954339,-9.191562905,-74.39180582
ARG,PER,Argentina,Peru,Hydroelectric,58889.68,-35.220172,-65.14954339,-9.191562905,-74.39180582
ARG,PER,Argentina,Peru,Solar Products,69024.36,-35.220172,-65.14954339,-9.191562905,-74.39180582
ARG,PER,Argentina,Peru,Wind Products,53493.34,-35.220172,-65.14954339,-9.191562905,-74.39180582
ARG,PRY,Argentina,Paraguay,Biomass,289381.7,-35.220172,-65.14954339,-23.24804195,-58.38738783
ARG,PRY,Argentina,Paraguay,Hydroelectric,307231.87,-35.220172,-65.14954339,-23.24804195,-58.38738783
ARG,PRY,Argentina,Paraguay,Solar Products,90781.7,-35.220172,-65.14954339,-23.24804195,-58.38738783
ARG,PRY,Argentina,Paraguay,Wind Products,338916.44,-35.220172,-65.14954339,-23.24804195,-58.38738783
ARG,URY,Argentina,Uruguay,Biomass,617939.03,-35.220172,-65.14954339,-32.78090437,-56.00327867
ARG,URY,Argentina,Uruguay,Hydroelectric,270681.57,-35.220172,-65.14954339,-32.78090437,-56.00327867
ARG,URY,Argentina,Uruguay,Solar Products,483211.36,-35.220172,-65.14954339,-32.78090437,-56.00327867
ARG,URY,Argentina,Uruguay,Wind Products,850484.66,-35.220172,-65.14954339,-32.78090437,-56.00327867
ARG,USA,Argentina,USA,Battery storage,60463.96,-35.220172,-65.14954339,39.50155413,-99.06024063
ARG,USA,Argentina,USA,Biomass,954272.44,-35.220172,-65.14954339,39.50155413,-99.06024063
ARG,USA,Argentina,USA,Hydroelectric,18000856.24,-35.220172,-65.14954339,39.50155413,-99.06024063
ARG,USA,Argentina,USA,Solar Products,835869.37,-35.220172,-65.14954339,39.50155413,-99.06024063
ARG,USA,Argentina,USA,Wind Products,1957504.15,-35.220172,-65.14954339,39.50155413,-99.06024063
ARG,ZAF,Argentina,South Africa,Wind Products,7529.28,-35.220172,-65.14954339,-28.96210619,25.11739621
ARG,_X ,Argentina,"Areas, nes",Biomass,8482.68,-35.220172,-65.14954339,,
ARG,_X ,Argentina,"Areas, nes",Hydroelectric,84870,-35.220172,-65.14954339,,
ARG,_X ,Argentina,"Areas, nes",Solar Products,890.58,-35.220172,-65.14954339,,
ARG,_X ,Argentina,"Areas, nes",Wind Products,3025.6,-35.220172,-65.14954339,,
ARM,ARE,Armenia,United Arab Emirates,Battery storage,3780,40.21660761,45.00029001,23.86863365,54.20671476
ARM,ARE,Armenia,United Arab Emirates,Biomass,5587.35,40.21660761,45.00029001,23.86863365,54.20671476
ARM,ARE,Armenia,United Arab Emirates,Hydroelectric,53693.4,40.21660761,45.00029001,23.86863365,54.20671476
ARM,ARE,Armenia,United Arab Emirates,Solar Products,574466.38,40.21660761,45.00029001,23.86863365,54.20671476
ARM,ARE,Armenia,United Arab Emirates,Wind Products,17265,40.21660761,45.00029001,23.86863365,54.20671476
ARM,AUT,Armenia,Austria,Hydroelectric,7620.19,40.21660761,45.00029001,47.61394879,14.07615888
ARM,BEL,Armenia,Belgium,Biomass,2753.7,40.21660761,45.00029001,50.65244096,4.580834114
ARM,BEL,Armenia,Belgium,Hydroelectric,7352.75,40.21660761,45.00029001,50.65244096,4.580834114
ARM,BEL,Armenia,Belgium,Wind Products,25531.16,40.21660761,45.00029001,50.65244096,4.580834114
ARM,BLR,Armenia,Belarus,Battery storage,6640.25,40.21660761,45.00029001,53.50634479,27.98135262
ARM,BLR,Armenia,Belarus,Biomass,23282.45,40.21660761,45.00029001,53.50634479,27.98135262
ARM,BLR,Armenia,Belarus,Hydroelectric,86096.54,40.21660761,45.00029001,53.50634479,27.98135262
ARM,BLR,Armenia,Belarus,Wind Products,26361.33,40.21660761,45.00029001,53.50634479,27.98135262
ARM,CAN,Armenia,Canada,Solar Products,43720.49,40.21660761,45.00029001,57.7487688,-101.5698221
ARM,CHE,Armenia,Switzerland,Solar Products,5453.08,40.21660761,45.00029001,46.79173768,8.118300613
ARM,CHN,Armenia,China,Solar Products,179695.4,40.21660761,45.00029001,36.60943038,103.8653613
ARM,CUW,Armenia,Curaçao,Biomass,415263.95,40.21660761,45.00029001,12.1696,-68.99
ARM,CUW,Armenia,Curaçao,Hydroelectric,363906.92,40.21660761,45.00029001,12.1696,-68.99
ARM,CUW,Armenia,Curaçao,Solar Products,3212.19,40.21660761,45.00029001,12.1696,-68.99
ARM,CUW,Armenia,Curaçao,Wind Products,43.51,40.21660761,45.00029001,12.1696,-68.99
ARM,CYP,Armenia,Cyprus,Hydroelectric,41.09,40.21660761,45.00029001,34.90706085,33.0395538
ARM,CZE,Armenia,Czechia,Battery storage,489.5,40.21660761,45.00029001,49.77524529,15.3345581
ARM,CZE,Armenia,Czechia,Solar Products,2863.34,40.21660761,45.00029001,49.77524529,15.3345581
ARM,CZE,Armenia,Czechia,Wind Products,536,40.21660761,45.00029001,49.77524529,15.3345581
ARM,DEU,Armenia,Germany,Hydroelectric,2464.95,40.21660761,45.00029001,51.13372269,10.28848509
ARM,DEU,Armenia,Germany,Solar Products,3044.8,40.21660761,45.00029001,51.13372269,10.28848509
ARM,DEU,Armenia,Germany,Wind Products,7045.41,40.21660761,45.00029001,51.13372269,10.28848509
ARM,DNK,Armenia,Denmark,Hydroelectric,8154.06,40.21660761,45.00029001,56.21962624,9.310777784
ARM,DNK,Armenia,Denmark,Solar Products,7265.94,40.21660761,45.00029001,56.21962624,9.310777784
ARM,DZA,Armenia,Algeria,Solar Products,20000,40.21660761,45.00029001,28.18548128,2.598047792
ARM,DZA,Armenia,Algeria,Wind Products,6012.5,40.21660761,45.00029001,28.18548128,2.598047792
ARM,ESP,Armenia,Spain,Solar Products,75.93,40.21660761,45.00029001,40.34865611,-3.617020602
ARM,GBR,Armenia,United Kingdom,Biomass,200,40.21660761,45.00029001,53.88335871,-2.657992979
ARM,GBR,Armenia,United Kingdom,Hydroelectric,970.26,40.21660761,45.00029001,53.88335871,-2.657992979
ARM,GBR,Armenia,United Kingdom,Solar Products,431.22,40.21660761,45.00029001,53.88335871,-2.657992979
ARM,GBR,Armenia,United Kingdom,Wind Products,38996.13,40.21660761,45.00029001,53.88335871,-2.657992979
ARM,GEO,Armenia,Georgia,Battery storage,8368,40.21660761,45.00029001,42.16201501,43.48154265
ARM,GEO,Armenia,Georgia,Biomass,24025.35,40.21660761,45.00029001,42.16201501,43.48154265
ARM,GEO,Armenia,Georgia,Hydroelectric,94808.26,40.21660761,45.00029001,42.16201501,43.48154265
ARM,GEO,Armenia,Georgia,Solar Products,52104.64,40.21660761,45.00029001,42.16201501,43.48154265
